Brand,Model,Model_year,Milage,Fuel_type,Engine,Transmission,Ext_col,Int_col,Accident,Clean_title,Price
Toyota,911 Carrera 4S Cabriolet,2009,92000,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,79995
Toyota,Forte LXS,2020,92000,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,16995
Toyota,Corvette Base,2004,92000,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,None reported,Yes,23500
Toyota,Santa Fe Sport 2.0L Turbo,2018,92000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,20900
Toyota,1500 Laramie,2022,92000,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Flame Red Clearcoat,Black,None reported,,45999
Toyota,Sorento SX Prestige,2023,92000,Gasoline,281.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,40200
Toyota,F-250 XL,2020,92000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,44000
Toyota,X5 xDrive35i,2013,92000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,15999
Toyota,C-Class C 300 4MATIC,2021,92000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,38500
Toyota,Q5 S line Premium Plus,2023,92000,Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Black,None reported,,51598
Toyota,C-Class C55 AMG Sport,2006,915,Gasoline,362.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,15900
Toyota,F-150 Lightning LARIAT,2022,91900,,563.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Gray,None reported,Yes,71900
Toyota,LS V8,2002,91877,Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,11000
Toyota,Wrangler X,2005,91843,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Gray,None reported,Yes,11000
Toyota,Jetta 1.4T R-Line,2019,91812,Gasoline,1.4L I4 16V GDI DOHC Turbo,8-Speed Automatic,Platinum Gray Metallic,Black / Gray,None reported,,19290
Toyota,CTS 2.0L Turbo Luxury,2019,91798,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Red Obsession,Very Light Cashmere,None reported,,30599
Toyota,911 Carrera,2020,91700,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,112500
Toyota,Mustang GT,2011,91700,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,23500
Toyota,S-Class S 560 4MATIC,2019,91677,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,55900
Toyota,F-250 XLT,2019,91600,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,50000
Toyota,911 Carrera S,2013,91545,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,65900
Toyota,Prius Plug-in Base,2014,91545,Plug-In Hybrid,134.0HP 1.8L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Green,Beige,At least 1 accident or damage reported,Yes,11800
Toyota,Golf SportWagen TSI S 4-Door,2016,91500,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Beige,None reported,Yes,13800
Toyota,CC Sport,2012,91491,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,White,Black,At least 1 accident or damage reported,Yes,9000
Toyota,ES 300h Base,2018,91420,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Beige,At least 1 accident or damage reported,Yes,23400
Toyota,Focus ST Base,2013,91403,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Gray,None reported,Yes,19795
Toyota,911 Carrera,2016,91300,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,78000
Toyota,X5 xDrive50i,2011,91239,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Blue,At least 1 accident or damage reported,Yes,12000
Toyota,F-250 King Ranch,2021,91188,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Red,Brown,,,69995
Toyota,Cullinan,2022,91140,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,Red,Black,None reported,Yes,399950
Toyota,Grand Cherokee Limited,2015,91000,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,17000
Toyota,Mustang Mach-E GT,2023,91000,,480.0HP Electric Motor Electric Fuel System,A/T,Orange,Gray,None reported,Yes,59000
Toyota,Compass Sport,2010,91000,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,4500
Toyota,LS 430 Base,2006,91000,Gasoline,278.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,7500
Toyota,Wrangler Sport,2023,90818,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,40995
Toyota,Mustang GT,2006,90742,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,22000
Toyota,Maverick XLT,2022,90641,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Gray,None reported,Yes,28000
Toyota,500 Sport,2015,90625,Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,11500
Toyota,4Runner Limited Nightshade,2019,90605,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,White,–,At least 1 accident or damage reported,Yes,39857
Toyota,ES 350 Base,2019,90601,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,At least 1 accident or damage reported,Yes,34000
Toyota,4Runner Limited,2014,90400,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,None reported,Yes,27999
Toyota,A8 L 55,2019,90400,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,48000
Toyota,GLE 350 GLE 350,2022,90367,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,,61998
Toyota,Escalade Premium,2013,90360,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,18800
Toyota,Countryman Cooper S ALL4,2014,90347,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,15750
Toyota,Bronco Heritage Edition Advanced,2023,90305,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,–,None reported,Yes,60000
Toyota,1500 Big Horn,2014,90236,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,24850
Toyota,Accent GLS,2014,90200,Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,7500
Toyota,X3 xDrive30i,2020,90189,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Canberra Beige,None reported,Yes,37998
Toyota,X5 sDrive35i,2017,90067,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,28900
Toyota,H2 Base,2008,90050,Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,37000
Toyota,Explorer XLT,2022,90000,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,46000
Toyota,911 Turbo Cabriolet,2008,90000,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,129000
Toyota,LaCrosse Leather,2012,90000,Hybrid,182.0HP 2.4L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,6-Speed A/T,Gold,Beige,None reported,Yes,15995
Toyota,RX-8 Sport,2008,90000,Gasoline,212.0HP 1.3L Rotary engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,6800
Toyota,Mustang GT Premium,2019,90000,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,32300
Toyota,Mazda6 Touring,2021,90000,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,25215
Toyota,Ranger Edge SuperCab,2004,90000,Gasoline,148.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,8500
Toyota,Golf GTI 2.0T SE w/Performance Package 4-Door,2016,90000,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,18999
Toyota,Thunderbird Deluxe,2004,90000,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,,,22000
Toyota,IS-F Base,2008,9990,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,34000
Toyota,CTS 2.0L Turbo Luxury,2019,9989,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,26000
Toyota,Taycan 4S,2022,9980,,482.0HP Electric Motor Electric Fuel System,2-Speed A/T,Red,–,None reported,Yes,108000
Toyota,Jetta 1.4T R-Line,2019,9978,Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Orange,White,At least 1 accident or damage reported,Yes,14980
Toyota,M550 i xDrive,2018,9950,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,44900
Toyota,A5 45 S line Premium Plus,2022,9949,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,47000
Toyota,Commander Sport,2007,9927,E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,4800
Toyota,720S Performance,2020,9835,Gasoline,4.0L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Red,None reported,Yes,279950
Toyota,E-Class E 350,2021,9822,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,41000
Toyota,G8 GT,2009,9738,Gasoline,355.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,17500
Toyota,Murano SL,2021,9728,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Magnetic Black,Graphite,At least 1 accident or damage reported,,29725
Toyota,911 Carrera Cabriolet,2001,9712,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,36000
Toyota,Edge Sport,2016,9686,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,19995
Toyota,Wrangler SE,1999,9670,Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,–,None reported,Yes,12000
Toyota,Silverado 1500 ZR2,2022,9642,Gasoline,6.2L V8 16V GDI OHV,Automatic,Glacier Blue Metallic,Jet Black,None reported,,68990
Toyota,TLX V6 Advance,2016,9628,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,19500
Toyota,M3 CS,2018,9612,Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,60500
Toyota,HUMMER EV Edition 1,2023,9601,,Electric Motor Electric Fuel System,A/T,White,Black,,,146000
Toyota,Q4 e-tron 50 Premium Plus,2022,9500,,295.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,52000
Toyota,Pathfinder S,2017,9500,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,8500
Toyota,Ascent Touring 7-Passenger,2020,9500,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Brown,None reported,Yes,32500
Toyota,E350 Super Duty XLT,2010,9500,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,14000
Toyota,328 i xDrive,2013,9472,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,17500
Toyota,Tiguan 2.0T SEL Premium R-Line,2019,9411,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Silver,None reported,Yes,25500
Toyota,Altima 2.5 SL,2014,9408,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,9000
Toyota,Sorento SXL,2019,9400,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,30000
Toyota,C-Class C 300 4MATIC Sport,2015,9400,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,19000
Toyota,E350 Super Duty Base,2006,9325,Gasoline,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,8500
Toyota,F-250 XL Crew Cab Super Duty,2004,9281,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,9200
Toyota,F-150 XLT,2018,9275,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,31500
Toyota,500X Trekking Plus,2016,9260,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Yellow,Brown,None reported,Yes,15999
Toyota,C-Class C 250 Luxury,2012,9200,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,15000
Toyota,Gallardo LP570-4 Superleggera,2011,9142,Gasoline,562.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Yellow,Black,None reported,Yes,229000
Toyota,S4 3.0T Premium Plus,2014,9111,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,21373
Toyota,Colorado ZR2,2021,9100,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Satin Steel Metallic,Jet Black,None reported,,44791
Toyota,Kicks S,2022,9100,Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,Electric Blue Metallic,Charcoal,None reported,,19599
Toyota,Ram 2500 Quad Cab,2001,9099,Diesel,245.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,A/T,Silver,Gray,None reported,Yes,27500
Toyota,911 Turbo,2022,9095,Gasoline,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,234000
Toyota,F-150 Lariat SuperCrew,2004,9006,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,9500
Toyota,Xterra S,2008,9005,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,None reported,Yes,3850
Toyota,Frontier SV,2012,9000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,15995
Toyota,Silverado 1500 LTZ,2019,9000,Gasoline,6.2L V8 16V GDI OHV,Automatic,Cajun Red Tintcoat,Jet Black,None reported,Yes,43860
Toyota,MKT Base,2016,9000,Gasoline,303.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,10500
Toyota,Cruze LT Automatic,2016,9000,Gasoline,1.4L I4 16V GDI DOHC Turbo,6-Speed Automatic,Kinetic Blue,Jet Black,At least 1 accident or damage reported,Yes,12999
Toyota,CTS Performance,2014,89988,Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,21500
Toyota,A4 2.0T Premium,2013,89987,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,11000
Toyota,Model 3 Long Range,2018,89900,,271.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,31500
Toyota,Corvette Stingray w/2LT,2022,89726,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,89000
Toyota,F-150 Tremor,2023,89700,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,70000
Toyota,Tahoe LTZ,2011,89563,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,16000
Toyota,Genesis Coupe 3.8 Grand Touring,2013,89500,Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,16500
Toyota,Dart SE,2013,89500,Gasoline,160.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,4399
Toyota,Wrangler Unlimited Sahara,2019,89500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,39900
Toyota,Transit-350 Base,2015,89400,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,29500
Toyota,Mazda6 Carbon Edition,2021,89352,Gasoline,2.5L I4 16V,6-Speed Automatic,Polymetal Gray Metallic,Red,None reported,Yes,29995
Toyota,Solstice Base,2007,89190,Gasoline,177.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,12900
Toyota,Telluride S,2023,89150,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,42500
Toyota,QX80 Base,2017,89148,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,28500
Toyota,Impreza 2.0i Premium,2017,89144,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,7750
Toyota,Explorer XLT,2020,89106,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Magnetic Metallic,Ebony,At least 1 accident or damage reported,Yes,32107
Toyota,Impreza Outback Sport Wagon,2008,89000,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,None reported,Yes,7495
Toyota,XT5 Premium Luxury,2021,89000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,28500
Toyota,Kicks S,2022,89000,Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,Super Black,Charcoal,None reported,,18999
Toyota,Seltos S,2021,89000,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,25500
Toyota,Yukon SLE,2016,89000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,27633
Toyota,GLE 350 Base 4MATIC,2020,89000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,56000
Toyota,911 Carrera 4S,2017,88977,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,116911
Toyota,Element EX,2008,88900,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,11000
Toyota,Hardtop Cooper,2014,88883,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,13500
Toyota,Silverado 1500 LS,2003,88750,Gasoline,270.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,8900
Toyota,Wrangler Sport,2020,88600,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,31871
Toyota,Wrangler Sport,2017,88454,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,Yes,29500
Toyota,M4 Base,2017,88450,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,52999
Tesla,AMG G AMG G 63 4MATIC,2016,88300,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,90000
Tesla,CX-30 Base,2020,88161,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Black,At least 1 accident or damage reported,Yes,24899
Tesla,Town & Country Touring-L,2012,88000,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Beige,None reported,Yes,5949
Tesla,911 Carrera,2023,88000,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,149000
Tesla,718 Cayman GT4,2021,88000,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,,,136900
Tesla,F-350 Lariat,2018,88000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,63500
Tesla,Mustang Mach-E Select,2021,88000,,266.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,39499
Tesla,F-150 XL,2014,88000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,21500
Tesla,SRX Standard,2016,87892,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,24995
Tesla,C-Class C 300 Luxury,2015,87888,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,17000
Tesla,Sierra 1500 SLE1 Extended Cab,2008,87842,–,–,4-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,6100
Tesla,Explorer Sport Trac XLT,2007,87768,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,3850
Tesla,Mirai Base,2016,87600,not supported,151.0HP Electric Motor Hydrogen Fuel,A/T,Silver,Black,None reported,Yes,9500
Tesla,Tacoma PreRunner,2008,87555,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,17000
Tesla,Expedition Platinum,2020,87501,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Red,Ebony,None reported,Yes,48149
Tesla,Ranger Lariat,2019,87500,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Red,–,None reported,Yes,35690
Tesla,Passat 2.0T SE,2020,87500,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,None reported,Yes,20900
Tesla,911 Carrera,2020,87500,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,124900
Tesla,Corvette Stingray w/1LT,2021,87500,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,75000
